Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
waitForPageLoad,Chrome 59.0.3071.115,,2017-07-17 12:27:47,2017-07-17 12:27:47,0.511s,PASSED
switchToFrame,Chrome 59.0.3071.115,,2017-07-17 12:27:47,2017-07-17 12:27:47,0.111s,PASSED
Statement - actual_title = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_Preview  junetest2bda/span_Test Draft 1)),Chrome 59.0.3071.115,,2017-07-17 12:27:47,2017-07-17 12:28:19,31.432s,FAILED
,,,,,,
Test Cases/My Content/Pages/Modal/Verify_Draft/Draft_Edit1,Chrome 59.0.3071.115,,2017-07-17 12:28:19,2017-07-17 12:28:51,32.594s,FAILED
click,Chrome 59.0.3071.115,,2017-07-17 12:28:19,2017-07-17 12:28:51,32.266s,FAILED
,,,,,,
Test Cases/My Content/Pages/Modal/Verify_Draft/Draft_Add_Delete,Chrome 59.0.3071.115,,2017-07-17 12:28:51,2017-07-17 12:29:24,32.654s,FAILED
click,Chrome 59.0.3071.115,,2017-07-17 12:28:52,2017-07-17 12:29:24,32.270s,FAILED
,,,,,,
Test Cases/My Content/Pages/Modal/Verify_Send_to_review/Send_to_review_Add,Chrome 59.0.3071.115,,2017-07-17 12:29:24,2017-07-17 12:29:57,32.582s,FAILED
click,Chrome 59.0.3071.115,,2017-07-17 12:29:24,2017-07-17 12:29:57,32.203s,FAILED
,,,,,,
Test Cases/My Content/Pages/Modal/Verify_Send_to_review/Send_to_review_Add,Chrome 59.0.3071.115,,2017-07-17 12:29:57,2017-07-17 12:30:29,32.322s,FAILED
click,Chrome 59.0.3071.115,,2017-07-17 12:29:57,2017-07-17 12:30:29,32.278s,FAILED
,,,,,,
Test Cases/My Content/Pages/Modal/Verify_Send_to_review/Send_to_review_Edit,Chrome 59.0.3071.115,,2017-07-17 12:30:29,2017-07-17 12:31:02,32.638s,FAILED
click,Chrome 59.0.3071.115,,2017-07-17 12:30:30,2017-07-17 12:31:02,32.273s,FAILED
,,,,,,
Test Cases/My Content/Pages/Modal/Verify_Send_to_review/Send_to_review_Add_Delete,Chrome 59.0.3071.115,,2017-07-17 12:31:02,2017-07-17 12:31:35,33.045s,FAILED
click,Chrome 59.0.3071.115,,2017-07-17 12:31:02,2017-07-17 12:31:35,32.726s,FAILED
,,,,,,
Test Cases/My Content/Pages/CloseModal_AddPagetoDelete,Chrome 59.0.3071.115,,2017-07-17 12:31:35,2017-07-17 12:32:10,35.389s,FAILED
click,Chrome 59.0.3071.115,,2017-07-17 12:31:35,2017-07-17 12:32:10,35.033s,FAILED
,,,,,,
Test Cases/My Content/Pages/Modal/close Modals,Chrome 59.0.3071.115,,2017-07-17 12:32:11,2017-07-17 12:32:44,32.535s,PASSED
click,Chrome 59.0.3071.115,,2017-07-17 12:32:25,2017-07-17 12:32:39,13.327s,PASSED
click,Chrome 59.0.3071.115,,2017-07-17 12:32:39,2017-07-17 12:32:39,0.660s,PASSED
waitForElementPresent,Chrome 59.0.3071.115,,2017-07-17 12:32:39,2017-07-17 12:32:42,2.716s,PASSED
verifyElementPresent,Chrome 59.0.3071.115,,2017-07-17 12:32:42,2017-07-17 12:32:43,0.472s,PASSED
verifyElementPresent,Chrome 59.0.3071.115,,2017-07-17 12:32:43,2017-07-17 12:32:43,0.259s,PASSED
click,Chrome 59.0.3071.115,,2017-07-17 12:32:43,2017-07-17 12:32:44,0.600s,PASSED
verifyElementNotPresent,Chrome 59.0.3071.115,,2017-07-17 12:32:44,2017-07-17 12:32:44,0.170s,PASSED
